0200000015a20d97f5a65e130e08f2b254f97f65b96173a7057aef0da203000000000000887e309c02ebdddbd0f3faff78f868d61b1c4cff2a25e5b3c9d90ff501818fa0e7965d508bdb051a40d8d8f7,bf0e2e13fce62f3a5f15903a177ad6a258a01f164aefed7d4a03000000000000
0200000015a20d97f5a65e130e08f2b254f97f65b96173a7057aef0da203000000000000887e309c02ebdddbd0f3faff78f868d61b1c4cff2a25e5b3c9d90ff501818fa0e7965d508bdb051a40d8d8f7,bf0e2e13fce62f3a5f15903a177ad6a258a01f164aefed7d4a03000000000000
01000000bf0e2e13fce62f3a5f15903a177ad6a258a01f164aefed7d4a03000000000000c2b9ae7adeea4c6d4abb58c94e1996f2ddb0753707b9d801ad76c87ddf64e14f3b975d508bdb051ab75c7caa,1c7e387f0d4798830e7754f926c697521115f3ca008a9b26e302000000000000
010000001c7e387f0d4798830e7754f926c697521115f3ca008a9b26e3020000000000001d46ae2e297eb842040d8265c56b67808604fe1eb31cc5da95e4ad4b3d47f7ff1a9c5d508bdb051a1c6b4986,0e3f86b32c24de2048265b410456d5689db43958e839de64d101000000000000
010000000e3f86b32c24de2048265b410456d5689db43958e839de64d10100000000000083b0cc3cbf915827c140d2f26b5ece784f984bdba29140e80c38763719fa3ccd67995d508bdb051a0c07f124,8275076919fb2cf1b974596dc5cb94346bf57bf771faa9fa6605000000000000
010000008275076919fb2cf1b974596dc5cb94346bf57bf771faa9fa6605000000000000ef7a6e6ef4c262ee6ab55324d0e941819ecd637dede30d96d4d62a120df5950c049b5d508bdb051a0e85f4e0,269a96e755b5d48a78defe16a242bb5c3f07dacdd8ac19122e03000000000000
01000000269a96e755b5d48a78defe16a242bb5c3f07dacdd8ac19122e03000000000000e57d2a571e68d3f213ddbf850d0a1fb9d36fd7cd4f27108a7302f50c7e83f597d59b5d508bdb051af28cbcd8,11206824eb53fa0262222056cb2fc81f27c39a1866ad701f1d02000000000000
0100000011206824eb53fa0262222056cb2fc81f27c39a1866ad701f1d02000000000000f79c7230e5f9614b22c5e6e390f7ff221a19d4981f41eb2c6f02c5d2dff2883fc29d5d508bdb051adc37aed1,0ceeb22fb5cf28aae00bf1dc7c4979f7bfe8ab660a42b345c500000000000000
010000000ceeb22fb5cf28aae00bf1dc7c4979f7bfe8ab660a42b345c500000000000000ed5c920b8ea1c6236cc2f36f2cb393a7fe7343b19895c894dfa99b0c98a7c0775f9f5d508bdb051a712948c1,ee1357f043d4719998cc88936bbc47974ec8d980dc7c8f89b502000000000000
01000000ee1357f043d4719998cc88936bbc47974ec8d980dc7c8f89b502000000000000f1884f081d63d3dbefdffffb463c139cb382db4b357ee3bfabc2bf58a7894aa6b7a15d508bdb051af7cb5c0e,696f6b2eaf9074e3d7d372933eb1391b9af6e6c88f2ca6fec105000000000000
02000000696f6b2eaf9074e3d7d372933eb1391b9af6e6c88f2ca6fec105000000000000234c977db945bae94f0e8eba0f512cf5aa1eefb3954a5b23e0688b3c4a8b0d7f7aa45d508bdb051a4eb1797f,d88d1808ab136f3c8494fcb6e09d810c997687f7ef412d571103000000000000
02000000d88d1808ab136f3c8494fcb6e09d810c997687f7ef412d57110300000000000057a25b14328f410e2860c16a4f5d617348f913047f6cbd6f9b2ffef2ee82ad03f8ab5d508bdb051afcf92e71,340eeb80ee73bbf4d893b33d7953ee97d3ecb4ec4b937c894600000000000000
01000000340eeb80ee73bbf4d893b33d7953ee97d3ecb4ec4b937c8946000000000000009558c7a45cd98f48c2afa84fe0b7e992179b87b8ff6250f0154a3dd66f6f0bf0e9ac5d508bdb051ae15f21aa,0f0a7f498ba0d665f358b9324f9a20871517a2713af994e6a703000000000000
010000000f0a7f498ba0d665f358b9324f9a20871517a2713af994e6a70300000000000082e2986de88f84fae7e216b4a1f33bdf194db67f5221236e8f98dc340c16b69d5dae5d508bdb051a1fb5490f,f903561ba68d7246b18bef2ea0aebe5e8738a20d00ac99e03f00000000000000
01000000f903561ba68d7246b18bef2ea0aebe5e8738a20d00ac99e03f00000000000000dbe61a677ca9f10f13d0bc711d08ae17f70889c142e4a3fdead6c31beb947b35bdb25d508bdb051a44cb61d2,304c8c1d758e10684ea3a45f8aca55cbda90ae00f9f04ede4505000000000000
01000000304c8c1d758e10684ea3a45f8aca55cbda90ae00f9f04ede45050000000000009ad3492a2acfed84af7f7745298e012c3d06b4c04a4fe5782219c2d9d055c97fdfbd5d508bdb051a75b47f7c,51632bc4840a7554b2c27dc2373426ca3f2b4151fbe74533aa02000000000000
